Triplet_ID,PDB_ID,Common,V1,V2,region_common_V1,region_common_V2
1,6ted,O00267,P63272,Q92541,O00267:Z(176-781) | P63272:Y(2-117),O00267:Z(176-781) | Q92541:R(353-600)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:H(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:D(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:F(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:C(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:A(9-386) | P0DP24:G(3-148),O15554:B(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:A(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:C(9-386) | P0DP23:E(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:G(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:D(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:H(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:F(3-148)
12,6cno,O15554,P0DP24,P0DP23,O15554:B(9-386) | P0DP24:E(3-148),O15554:B(9-386) | P0DP23:E(3-148)
13,5o9z,O43172,O43447,O94906,O43172:F(89-520) | O43447:M(9-177),O43172:F(89-520) | O94906:G(96-941)
14,5xtb,O43181,P56181,O00217,O43181:L(58-175) | P56181:K(74-106),O43181:L(58-175) | O00217:B(35-210)
14,5xtd,O43181,P56181,O00217,O43181:L(58-175) | P56181:K(74-106),O43181:L(58-175) | O00217:B(35-210)
15,5o9z,O43395,Q6P2Q9,P55769,O43395:E(438-675) | Q6P2Q9:A(63-2319),O43395:E(438-675) | P55769:O(3-128)
16,5j03,O43526,P0DP23,P0DP25,O43526:A(322-367) | P0DP23:B(3-148),O43526:A(322-367) | P0DP25:B(3-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr3,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:G(70-367) | P0DP23:H(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:F(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:A(70-367) | P0DP25:F(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:G(70-367) | P0DP25:H(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr7,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:H(6-148),O43526:F(70-367) | P0DP25:G(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:H(6-148),O43526:A(70-367) | P0DP25:H(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:H(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:A(70-367) | P0DP23:H(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:F(70-367) | P0DP23:G(6-148),O43526:F(70-367) | P0DP25:G(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:F(70-367) | P0DP23:G(6-148),O43526:A(70-367) | P0DP25:H(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:F(70-367) | P0DP23:G(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:F(70-367) | P0DP23:G(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:F(70-367) | P0DP25:G(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:A(70-367) | P0DP25:H(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:B(70-367) | P0DP23:C(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:F(70-367) | P0DP25:G(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:A(70-367) | P0DP25:H(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:B(70-367) | P0DP25:C(6-148)
16,7cr4,O43526,P0DP23,P0DP25,O43526:D(70-367) | P0DP23:E(6-148),O43526:D(70-367) | P0DP25:E(6-148)
16,6feg,O43526,P0DP23,P0DP25,O43526:A(304-372) | P0DP23:B(2-149),O43526:A(304-372) | P0DP25:B(2-149)
16,6feh,O43526,P0DP23,P0DP25,O43526:A(304-372) | P0DP23:B(2-149),O43526:A(304-372) | P0DP25:B(2-149)
17,6id1,O43660,Q13573,Q9P013,O43660:T(184-500) | Q13573:R(47-318),O43660:T(184-500) | Q9P013:P(3-229)
